the fighting highlights how easily trouble in syria can raise tensions in neighboring lebanon, with which it shares a complex web of political and sectarian ties and rivalries.	sectarian	religious	political	traditional	ethnic	group	sects	secular	interreligious	racial	denominational
#36-14 a suggestion had been the addition of a canopy over the car's cockpit.	canopy	roof	fence	shield	ceiling	border	framework	parachute	curtain	protector	hood
#39-22 hyza says they will "actively cooperate with slovak police", and "express [their] sincere condolences to the bereaved families.	condolences	sympathies	sympathy	feelings	regrets	mercy	comfort	apologies	grief	respect	praise
a man and a woman questioned on suspicion of assisting an offender have been released.	offender	suspect	accused	criminal	perpetrator	instigator	attacker	molester	assaulter	victim	abuser
the attack began with a suicide car bomb near the gate of the privately guarded compound, which sits off jalalabad road — one of the main thoroughfares out of the city, interior ministry spokesman sediq sediqi said.	compound	building	complex	site	facility	residence	place	house	home	area	structure
obama earlier dropped from night skies into kabul on a brief visit amid secrecy and tight security and signed a deal with president hamid karzai, cementing 10 years of u.s. aid for afghanistan after nato combat troops leave in 2014.	cementing	anchoring	building	fitting	fixing	laying down	securing	supplying	making	setting up	crushing
many syrians accuse assad of exploiting that divide by unleashing alawite gunmen known as "shabiha" who operate as hired muscle for the regime.	unleashing	launching	deploying	bringing	releasing	creating	starting	setting up	introducing	rolling out	laying out
the statue was moved to the accademia gallery in florence in 1873 , and later replaced at the original location by a replica .	replica	reproduction	duplicate	reverse	replication	reprint	clone	remake	similar	counterfeit	recreation
#36-12 the contract had previously been for two races, but after acquiring sponsorship, the deal was increased by five events; earlier in august, wilson recorded a best finish of second at mid-ohio sports car course.	acquiring	gaining	buying	obtaining	purchasing	getting	winning	finding	retaining	securing	stealing
on the diplomatic front, european union foreign ministers meeting in brussels on monday  agreed fresh sanctions against syria, the 15th round so far to protest the relentless repression of dissidents by assad's regime.	repression	persecution	detention	intimidation	arrest	torture	punishment	slaying	restriction	violence	killing
moments later, the neighbor said, ms. thomas, 33, emerged from her house and called her children to come back home.	emerged	appeared	rose	burst	came out	broke out	arose	showed	disappeared	came	showed up
#35-24 both men say they were starved, suffocated, stripped naked, exposed to cold temperatures, beaten, threatened, and denied legal representation.	threatened	intimidated	frightened	attacked	scarred	troubled	harassed	bullying	besieged	scared	terrorized
commander of the moesian troops , he obtained an important victory against the invading goths and was , for this reason , acclaimed emperor by his army .	acclaimed	recognized	named	declared	known	proclaimed	approved	appointed	glorified	chosen	honored
chinese officials, who refer to scarborough shoal as huangyan island, have in the past asserted chinese sovereignty over the area.	asserted	stated	declared	claimed	proclaimed	affirmed	confirmed	told	suggested	expressed	shown
#40-7 the national government has deployed several thousand paramilitary personnel to assist the state government.	deployed	sent	placed	stationed	positioned	put up	put in	trained	put in place	employed	moved
libertyville, illinois-based motorola mobility had said in a regulatory filing in february that only chinese clearance was still required.	clearance	approval	verification	certification	authorization	permit	qualification	inspection	validation	license	recognition
putin, meanwhile, officially registered on wednesday to run for the presidency in march, but the unusually sustained protests of the past two days suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as he had expected.	sustained	intense	prolonged	continued	vigorous	protracted	extensive	continuing	strong	continual	lasting
sunday's parliamentary vote suggested russians are tiring of putin and his united russia party, which has dominated all other political forces in the country for a dozen years and earned a reputation for corruption.	dominated	ruled	controlled	control	dominate	overshadowed	overrode	oversaw	overtaken	overthought	held
#36-15 the topic had been controversial: while some supported it for safety reasons, others opposed it because of history, possibly affecting the aerodynamics of the car, limiting one's peripheral vision and movement inside the car, and worry about escaping an upside-down or burning car.	controversial	conflicting	difficult	debatable	debated	controversy	unhappy	disputed	unfair	dubious	conflicted
google on saturday said that chinese regulators approved its $12.5 billion deal to buy motorola mobility, clearing the path for the internet titan to complete the acquisition early next week.	acquisition	purchase	investment	takeover	buying	buy	purchasing	possession	accession	approval	procurement
president barack obama made a surprise visit on tuesday to afghanistan, where he will sign an agreement outlining the u.s.' role in the country as the decade-long war there winds down.	outlining	detailing	explaining	describing	highlighting	showing	laying out	revealing	emphasizing	pointing out	clarifying
#26-15 västerås is in central sweden, approximately 115 km (70 miles) west from the capital stockholm.	approximately	about	roughly	close to	perhaps	close	somewhat	probably	closer	closer to	at least
the text is an indication that it was premeditated, goodyear said.	indication	evidence	showing	example	signal	notice	point	indicating	mark	proof	suggesting
their strongest emissions are in the infrared ( ir ) spectrum , and ground-based ir detectors were too imprecise at that time to readily identify any brown dwarfs .	emissions	radiation	exposure	sources	signals	bursts	concentrations	ejections	rays	flares	displays
#21-15 eventually, f1 mandated the use of the "virtual safety car", which requires drivers to enter the pit lane at slower speeds instead of proceeding around the track.	mandated	required	allowed	permitted	authorized	ordered	requested	approved	forced	sanctioned	asked
#6-3 artist's rendition of manning as she views herself.	rendition	portrayal	representation	rendering	detail	display	expression	illustration	painting	execution	variation
tensions stemming from the 14-month-old uprising against president bashar assad also touched off clashes across the border in lebanon as the revolt threatened to morph into a broader conflict.	morph	evolve	turn	transform	grow	erupt	develop	alter	expand	breakdown	adapt
#42-22 after a while i needed to start thinking about an internship for my m.sc.	internship	job	study	experience	work	research	project	appointment	placement	assignment	experiment
her 21-year-old sister remains critically ill in hospital.	critically	severely	badly	dangerously	seriously	very	deeply	at risk	difficulty	difficult	severe
even after the u.s. combat mission is concluded in 2014, it is likely that thousands of u.s. troops will remain for some years to conduct counterterrorism strikes and otherwise train and advise afghan forces, and help the afghans collect and exploit intelligence on insurgents and other military targets.	insurgents	rebels	militants	terrorists	revolutionaries	soldiers	separatists	troopers	fighters	combatants	agitators
#6-16 manning is among more than 1,500 individuals whom president obama has granted clemency during his tenure.	clemency	mercy	pardon	amnesty	forgiveness	release	grace	remission	freedom	acceptance	protection
the state will have to raise money on debt markets for the loans to the banks, which will be made through an instrument known as contingent convertibles, or cocos, which carry the risk that the state ends up with ownership of still-troubled banks.	instrument	item	investment	arrangement	system	asset	component	framework	structure	scheme	supply
as we emerge from a decade of conflict abroad and economic crisis at home, it's time to renew america, obama said, speaking against a backdrop of armored vehicles and a u.s. flag.	emerge	arise	rise	break out	come out	show	come	appear	break through	start	grow
the eu ministers agreed to an assets freeze and visa ban on two firms and three people believed to provide funding for the regime, according to the office of eu foreign policy chief catherine ashton.	regime	system	rule	government	rules	administration	authority	scheme	reign	framework	order
the original intention was to provide a home for their opera company , the english opera group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .	exhibitions	presentations	displays	shows	events	showings	showcases	demonstrations	presents	exhibits	exposes
#30-15 all opinion polls indicate that the spanish society is not at all preoccupied by security but by the economic situation and political corruption.	preoccupied	stressed	agitated	tense	worried	worrying	troubled	unsure	disturbed	unhappy	tired
the acquisition is the largest wireless-equipment deal in at least a decade, according to data compiled by bloomberg.	compiled	gathered	calculated	prepared	assembled	created	analyzed	produced	edited	developed	checked out
mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .	bole	trunk	base	branch	cone	border	crown	framework	root	cluster	canopy
#8-8 i want to continue playing at the highest level and win as many trophies as possible.	trophies	awards	prizes	prize	rewards	medals	points	honors	award	achievements	certificates
#34-8 "commanders of the korean people's army were hastily dispatched to the front-line troops to command military operations to destroy psychological warfare tools if the enemy does not stop the propaganda broadcast within 48 hours and prepare against the enemy's possible counteractions," added kcna.	counteractions	counteraction	counters	response	reaction	reactions	responses	reply	resistance	counterattack	counter
mr del rosario said that despite the impasse, "we resolved to seek a diplomatic solution to the issue".	impasse	problem	conflict	crisis	situation	breakdown	issue	struggle	difficulty	trouble	gap
#15-41 rex tillerson, proposed secretary of state for the trump administration, implied the troops would be staying put.	implied	suggested	stated	told	shown	indicated	said	pointed out	assumed	contended	revealed
but members of the opposition had urged syrians to boycott the elections, saying a vote for any of the candidates amounted to a vote for al-assad, whose family has ruled the country for 42 years.	boycott	stop	reject	avoid	debar	block	disregard	ban	disrupt	abandon	dismiss
fearing the prospect of facing other large armies and exhausted by years of campaigning , alexander 's army mutinied at the hyphasis river , refusing to march further east .	campaigning	fighting	travelling	traveling	negotiating	journeying	competing	combating	gathering	contending	exploring
alexander succeeded his father , philip ii of macedon , to the throne in 336 bc after philip was assassinated .	assassinated	killed	murdered	arrested	executed	slaughtered	captured	slaying	slain	attacked	tortured
#5-1 bomb kills at least 50 in gao, mali a vehicle packed with explosives was detonated this morning in gao, mali.	detonated	exploded	blown up	bombed	blown	launched	explode	found	ignited	stopped	dropped
#13-6 although the 51-48 vote was mostly along party lines, some republicans have expressed uncertainty about repealing obamacare before a replacement system is worked out.	repealing	removing	ending	stopping	terminating	breaking down	delaying	destroying	deleting	demolishing	canceling
#26-4 according to police, the two fatalities do not have any obvious connection to the suspects, but did know each other.	obvious	clear	visible	apparent	probable	certain	known	unclear	evident	definite	plain
the assault raises fresh concern about the resilience of the insurgency on the anniversary of osama bin laden's death as nato winds down its combat presence in the next two years and hands over responsibility for security to afghan forces.	resilience	survival	endurance	perseverance	durability	resistance	survivability	sustenance	standing	persistence	stability
the gradual accumulation of decayed plant material in a bog functions as a carbon sink .	accumulation	concentration	collection	gathering	deposition	growth	absorption	accumulating	addition	condensation	holding
#26-12 according to the paper, the victims were not local residents, but did have a connection with västerås, where they were vacationing at the time of the attack, which a police spokesperson has called "an act of madness"((sv)).	vacationing	staying	traveling	relaxing	travelling	living	residing	going	spending	going out	exploring
sunday's parliamentary vote suggested russians are tiring of mr putin and his united russia party and allegations of vote-rigging have fired up the opposition, which has long seen its protests crushed and its pleas ignored by the kremlin-dominated media.	allegations	reports	accusations	claims	rumors	suspicion	claim	suspicions	evidence	charges	report
it said panatag shoal is an integral part of philippine territory, 124 nautical miles from the nearest base-point in zambales.	integral	essential	fundamental	basic	important	common	intrinsic	inherent	connected	complete	related
#26-4 according to police, the two fatalities do not have any obvious connection to the suspects, but did know each other.	fatalities	deaths	victims	murders	killings	mortalities	deceased	injured	killed	survivors	casualties
kirill kudryavtsev / afp - getty images police officers surround russian opposition leader boris nemtsov, who was detained while taking part in an unauthorized rally at the triumfalnaya square in central moscow late on tuesday.	detained	arrested	held	imprisoned	stopped	locked up	delayed	captured	jailed	incarcerated	trapped
#30-19 "we would have preferred a different solution but they have the legal right to impose the fine,” portillo said, but the public posting of the photo impugned the officers' sense of honor.	impugned	damaged	undermined	hurt	insulted	ruined	dishonored	degraded	invalidated	denied	dismissed
